name,ortholog_ensg,stat,baseMean,pvalue,padj,LFC_raw,lfcSE_raw,LFC_shrunk,lfcSE_shrunk,description,drerio_genes
TSPAN6,ENSG00000000003,1.92175416680248,1017.8967622018118,0.054636697946743,0.1714334834689783,0.2635248601321527,0.137127247951084,0.1667522553384862,0.1190550260945748,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858],ENSDARG00000015759
TNMD,ENSG00000000005,1.5588672420040377,1041.1029960526243,0.1190278050285539,0.2864217401674027,0.2512433575981898,0.1611704645709266,0.0310338998087591,0.104346155804117,tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757],ENSDARG00000052615
DPM1,ENSG00000000419,-1.0027561800054852,319.1711165225071,0.3159785162523612,0.5273967670981333,-0.1364381224243474,0.1360631080065755,-0.1680749649179695,0.1188022081694991,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",ENSDARG00000057011
SCYL3,ENSG00000000457,0.9681801706634042,446.4157257789882,0.3329543963092263,0.5442650335979308,0.0918457672786986,0.0948643342031734,0.0470568148292172,0.0819284368397283,SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285],ENSDARG00000027046
FIRRM,ENSG00000000460,-1.6760496034141803,143.82629901998237,0.093728476953627,0.2451165966566865,-0.3388253198552312,0.2021570955686695,-0.0265816292664704,0.1118641750005427,FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565],ENSDARG00000042120
FGR,ENSG00000000938,3.737921671973894,264.6181264070744,0.0001855477297762,0.0031773973153415,0.526965113460476,0.1409781048681526,0.2086969329282077,0.1310636293321247,"FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]",ENSDARG00000004378
FUCA2,ENSG00000001036,2.5696937499677106,1667.934804653506,0.0101788454653138,0.0548419022900567,0.3016098282786467,0.11737189627458,0.2456049998792087,0.1204027680910792,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],ENSDARG00000044073
GCLC,ENSG00000001084,0.9293881985889813,1007.3168166122392,0.352687941571683,0.5624227772354625,0.0680611563886854,0.073232215012002,0.1357427429578704,0.0731715377107925,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],ENSDARG00000013095
NFYA,ENSG00000001167,-2.1899526267007894,1365.1342109330546,0.0285276726882958,0.1106568453712584,-0.2516130941004226,0.11489430914288,-0.1589287409135223,0.1045582814828007,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804],ENSDARG00000042004; ENSDARG00000001621
STPG1,ENSG00000001460,2.01676602340746,3.7897450592982014,0.043719936213203,,1.7166956754770617,0.8512121166026938,0.0773473114434643,0.1324146088130255,sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070],ENSDARG00000103765
NIPAL3,ENSG00000001461,2.867715588967377,564.5880746358627,0.0041344701343773,0.0288792156930815,0.4331359661804664,0.1510386761667786,0.2990379515184536,0.1638171532502842,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],ENSDARG00000021147
